time,west,east,gradient,dataset,latitude_half_width
1950-01-01,28.5863878512,23.6294561319,4.9569317193,ERSSTv5,3
1950-02-01,28.4718210114,24.7040082218,3.7678127896,ERSSTv5,3
1950-03-01,28.4337841284,25.9791342735,2.4546498549,ERSSTv5,3
1950-04-01,28.5619610392,26.0733258588,2.4886351803,ERSSTv5,3
1950-05-01,28.7172370493,25.6262619985,3.0909750508,ERSSTv5,3
1950-06-01,29.7818135559,25.5973261548,4.1844874011,ERSSTv5,3
1950-07-01,29.0789467999,25.1255464793,3.9534003206,ERSSTv5,3
1950-08-01,28.8072865165,24.7110990797,4.0961874368,ERSSTv5,3
1950-09-01,27.9918720800,24.3568526942,3.6350193858,ERSSTv5,3
1950-10-01,28.2386024002,24.4520222623,3.7865801378,ERSSTv5,3
1950-11-01,28.8565924349,24.0825846503,4.7740077846,ERSSTv5,3
1950-12-01,29.0103124145,24.3421071972,4.6682052174,ERSSTv5,3
1951-01-01,29.0955190984,24.8351710509,4.2603480475,ERSSTv5,3
1951-02-01,28.5248265718,25.5827997033,2.9420268685,ERSSTv5,3
1951-03-01,28.6614803760,26.8222954413,1.8391849347,ERSSTv5,3
1951-04-01,28.9945392992,27.3670562196,1.6274830795,ERSSTv5,3
1951-05-01,29.4479494263,27.3067153675,2.1412340587,ERSSTv5,3
1951-06-01,29.1217155131,26.9348101200,2.1869053931,ERSSTv5,3
1951-07-01,28.8753293173,26.7328050529,2.1425242644,ERSSTv5,3
1951-08-01,28.2543947460,25.8986842429,2.3557105031,ERSSTv5,3
1951-09-01,28.7334692484,25.9015942065,2.8318750419,ERSSTv5,3
1951-10-01,28.9221572097,26.0249600360,2.8971971738,ERSSTv5,3
1951-11-01,29.1970640850,26.2135607561,2.9835033289,ERSSTv5,3
1951-12-01,29.0910303681,26.0261293795,3.0649009886,ERSSTv5,3
1952-01-01,29.0104198609,25.9297342979,3.0806855630,ERSSTv5,3
1952-02-01,28.7053764541,26.4096747606,2.2957016935,ERSSTv5,3
1952-03-01,28.5336514576,26.9583847334,1.5752667242,ERSSTv5,3
1952-04-01,28.7980923036,27.2355237526,1.5625685510,ERSSTv5,3
1952-05-01,28.9885461057,26.7880676198,2.2004784859,ERSSTv5,3
1952-06-01,28.8972455776,25.9088073354,2.9884382422,ERSSTv5,3
1952-07-01,28.6552919983,25.0422792775,3.6130127208,ERSSTv5,3
1952-08-01,28.2710152161,24.7553379435,3.5156772727,ERSSTv5,3
1952-09-01,28.9314999949,24.7015976733,4.2299023216,ERSSTv5,3
1952-10-01,29.1174086804,24.7198773064,4.3975313740,ERSSTv5,3
1952-11-01,29.2246968643,24.3897043783,4.8349924860,ERSSTv5,3
1952-12-01,28.7387834215,24.9334855925,3.8052978290,ERSSTv5,3
1953-01-01,28.9299938699,25.9265740337,3.0034198362,ERSSTv5,3
1953-02-01,28.8804138123,26.6584710436,2.2219427687,ERSSTv5,3
1953-03-01,28.6750506490,27.4477318768,1.2273187722,ERSSTv5,3
1953-04-01,28.7068484702,27.7277078316,0.9791406385,ERSSTv5,3
1953-05-01,28.8893798019,27.5705789830,1.3188008189,ERSSTv5,3
1953-06-01,29.0458658115,27.1374760539,1.9083897576,ERSSTv5,3
1953-07-01,28.8145040028,26.1308310844,2.6836729184,ERSSTv5,3
1953-08-01,28.7293845255,25.4821877085,3.2471968169,ERSSTv5,3
1953-09-01,28.5445522919,25.6230976103,2.9214546816,ERSSTv5,3
1953-10-01,28.9369875912,25.5457732242,3.3912143670,ERSSTv5,3
1953-11-01,28.9403502298,25.6042330095,3.3361172204,ERSSTv5,3
1953-12-01,28.9977502270,25.8695912365,3.1281589905,ERSSTv5,3
1954-01-01,28.7401370105,25.9044282383,2.8357087722,ERSSTv5,3
1954-02-01,28.7835243420,26.4425591153,2.3409652267,ERSSTv5,3
1954-03-01,28.6108165943,26.5629477005,2.0478688939,ERSSTv5,3
1954-04-01,28.8332700639,25.6831532367,3.1501168272,ERSSTv5,3
1954-05-01,28.9195752199,25.8194508270,3.1001243929,ERSSTv5,3
1954-06-01,28.9926792544,25.3425468852,3.6501323692,ERSSTv5,3
1954-07-01,28.9346293055,24.5835694002,4.3510599053,ERSSTv5,3
1954-08-01,28.9435614281,23.8204020512,5.1231593769,ERSSTv5,3
1954-09-01,28.9411329371,23.4795595642,5.4615733729,ERSSTv5,3
1954-10-01,28.8959966115,23.6777604422,5.2182361693,ERSSTv5,3
1954-11-01,28.6129761718,24.1007520762,4.5122240956,ERSSTv5,3
1954-12-01,28.5572453364,24.0216746999,4.5355706365,ERSSTv5,3
1955-01-01,28.7391376868,24.9970925759,3.7420451109,ERSSTv5,3
1955-02-01,28.5809842442,25.6470572321,2.9339270121,ERSSTv5,3
1955-03-01,28.4174293072,26.1086967721,2.3087325351,ERSSTv5,3
1955-04-01,28.3487495916,26.2509261104,2.0978234812,ERSSTv5,3
1955-05-01,28.3576967879,25.6240817977,2.7336149902,ERSSTv5,3
1955-06-01,28.6587130579,25.2729893337,3.3857237241,ERSSTv5,3
1955-07-01,28.8341540381,24.7237489135,4.1104051246,ERSSTv5,3
1955-08-01,28.5427851370,24.0241693404,4.5186157966,ERSSTv5,3
1955-09-01,28.6614641760,23.6879259790,4.9735381970,ERSSTv5,3
1955-10-01,28.5478589795,22.9008671986,5.6469917809,ERSSTv5,3
1955-11-01,28.7816420037,22.9185393387,5.8631026650,ERSSTv5,3
1955-12-01,28.8818645594,23.3594649485,5.5223996109,ERSSTv5,3
1956-01-01,28.7662945224,24.6850808453,4.0812136771,ERSSTv5,3
1956-02-01,28.6314452554,25.6068680392,3.0245772162,ERSSTv5,3
1956-03-01,28.5728808286,26.5065526233,2.0663282054,ERSSTv5,3
1956-04-01,28.7380936052,26.7616874824,1.9764061228,ERSSTv5,3
1956-05-01,29.0157850254,26.5391963514,2.4765886740,ERSSTv5,3
1956-06-01,29.1338716637,25.9288965439,3.2049751199,ERSSTv5,3
1956-07-01,28.9607611987,25.0728979740,3.8878632247,ERSSTv5,3
1956-08-01,28.5219123460,24.3411437434,4.1807686026,ERSSTv5,3
1956-09-01,28.6243373880,24.2203740494,4.4039633386,ERSSTv5,3
1956-10-01,29.2160680355,24.2996646192,4.9164034163,ERSSTv5,3
1956-11-01,29.4057457469,24.1543622465,5.2513835004,ERSSTv5,3
1956-12-01,29.4926182460,24.3570048718,5.1356133742,ERSSTv5,3
1957-01-01,29.2079146906,25.1411095551,4.0668051354,ERSSTv5,3
1957-02-01,28.9700357894,26.2113634860,2.7586723034,ERSSTv5,3
1957-03-01,28.8137814264,27.3901853210,1.4235961054,ERSSTv5,3
1957-04-01,29.0620178244,27.9387731036,1.1232447208,ERSSTv5,3
1957-05-01,29.1242680328,27.9564518721,1.1678161607,ERSSTv5,3
1957-06-01,28.5795723588,27.5616828476,1.0178895112,ERSSTv5,3
1957-07-01,28.2541142055,27.1547159588,1.0993982467,ERSSTv5,3
1957-08-01,28.6571634320,26.4281200145,2.2290434175,ERSSTv5,3
1957-09-01,28.6696578027,26.0828649387,2.5867928640,ERSSTv5,3
1957-10-01,28.9845155319,26.0859154830,2.8986000489,ERSSTv5,3
1957-11-01,28.7099245097,26.4591943625,2.2507301472,ERSSTv5,3
1957-12-01,28.7769602238,26.9097719672,1.8671882566,ERSSTv5,3
1958-01-01,28.7913751721,27.4141570624,1.3772181098,ERSSTv5,3
1958-02-01,29.0819424676,27.7588667387,1.3230757289,ERSSTv5,3
1958-03-01,29.0866163756,27.8892176647,1.1973987109,ERSSTv5,3
1958-04-01,28.9273000502,27.8327084540,1.0945915963,ERSSTv5,3
1958-05-01,28.9475887396,27.3779573509,1.5696313887,ERSSTv5,3
1958-06-01,28.8551496732,26.7767310418,2.0784186314,ERSSTv5,3
1958-07-01,28.6964790911,25.9139369723,2.7825421188,ERSSTv5,3
1958-08-01,28.7018073466,25.2312427890,3.4705645576,ERSSTv5,3
1958-09-01,28.9857363120,24.7475583009,4.2381780110,ERSSTv5,3
1958-10-01,29.1130722630,24.9016926901,4.2113795729,ERSSTv5,3
1958-11-01,29.0435961303,25.2783940107,3.7652021196,ERSSTv5,3
1958-12-01,29.0598902381,25.2090778676,3.8508123705,ERSSTv5,3
1959-01-01,28.4506208635,25.9353074778,2.5153133857,ERSSTv5,3
1959-02-01,28.1463144096,26.5361439496,1.6101704599,ERSSTv5,3
1959-03-01,28.2630565289,27.1063921521,1.1566643769,ERSSTv5,3
1959-04-01,28.7181339390,27.4190462857,1.2990876532,ERSSTv5,3
1959-05-01,29.1849937235,26.8175978384,2.3673958851,ERSSTv5,3
1959-06-01,29.0471887864,26.1357881906,2.9114005958,ERSSTv5,3
1959-07-01,29.0275043485,25.0662907159,3.9612136326,ERSSTv5,3
1959-08-01,28.9548333035,24.4744345921,4.4803987114,ERSSTv5,3
1959-09-01,28.9160477851,24.4215259445,4.4945218406,ERSSTv5,3
1959-10-01,29.1300977300,24.8753905091,4.2547072209,ERSSTv5,3
1959-11-01,29.1872788295,24.8292955472,4.3579832824,ERSSTv5,3
1959-12-01,29.0895538513,24.9802330495,4.1093208018,ERSSTv5,3
1960-01-01,28.6893939683,25.4054529215,3.2839410468,ERSSTv5,3
1960-02-01,28.6509785897,25.8532105810,2.7977680087,ERSSTv5,3
1960-03-01,28.6829868427,26.7029385662,1.9800482765,ERSSTv5,3
1960-04-01,28.6891577232,26.9448495263,1.7443081969,ERSSTv5,3
1960-05-01,29.1423672944,26.7248707581,2.4174965363,ERSSTv5,3
1960-06-01,28.9429547702,26.0325668355,2.9103879347,ERSSTv5,3
1960-07-01,28.8442776166,25.4360854806,3.4081921360,ERSSTv5,3
1960-08-01,28.7588233485,25.0989996215,3.6598237270,ERSSTv5,3
1960-09-01,28.8405637307,24.9261520937,3.9144116370,ERSSTv5,3
1960-10-01,29.0047040033,24.5539758074,4.4507281959,ERSSTv5,3
1960-11-01,29.3821225189,24.6373518520,4.7447706669,ERSSTv5,3
1960-12-01,29.2596497307,24.9354381549,4.3242115758,ERSSTv5,3
1961-01-01,28.8818708453,25.3456247425,3.5362461028,ERSSTv5,3
1961-02-01,28.8787984761,26.2482449542,2.6305535219,ERSSTv5,3
1961-03-01,28.6983808883,26.7518208563,1.9465600321,ERSSTv5,3
1961-04-01,28.8862625101,27.0884368005,1.7978257097,ERSSTv5,3
1961-05-01,29.0139541448,26.9798207782,2.0341333665,ERSSTv5,3
1961-06-01,28.8978947730,26.5319681090,2.3659266639,ERSSTv5,3
1961-07-01,28.7512013235,25.2428701488,3.5083311746,ERSSTv5,3
1961-08-01,28.6085562744,24.5164387324,4.0921175420,ERSSTv5,3
1961-09-01,28.8342585873,24.0166172251,4.8176413623,ERSSTv5,3
1961-10-01,28.9083916025,24.1042512780,4.8041403245,ERSSTv5,3
1961-11-01,29.0649130966,24.6931718977,4.3717411989,ERSSTv5,3
1961-12-01,29.2642953951,24.8581292563,4.4061661388,ERSSTv5,3
1962-01-01,29.3143002874,25.2111016169,4.1031986705,ERSSTv5,3
1962-02-01,29.0157199755,25.9156743265,3.1000456491,ERSSTv5,3
1962-03-01,28.9364414252,26.4022508142,2.5341906111,ERSSTv5,3
1962-04-01,29.0566236796,26.4616084152,2.5950152644,ERSSTv5,3
1962-05-01,28.9986472928,26.2025984519,2.7960488409,ERSSTv5,3
1962-06-01,29.2047521444,25.9023180706,3.3024340738,ERSSTv5,3
1962-07-01,29.0059221672,25.3304507948,3.6754713724,ERSSTv5,3
1962-08-01,28.9982290221,24.9170228851,4.0812061370,ERSSTv5,3
1962-09-01,29.1167189817,24.4520442446,4.6646747371,ERSSTv5,3
1962-10-01,29.2552247263,24.5040940053,4.7511307210,ERSSTv5,3
1962-11-01,29.1943479446,24.3011758772,4.8931720674,ERSSTv5,3
1962-12-01,29.0889825206,24.3779965134,4.7109860072,ERSSTv5,3
1963-01-01,29.0483669394,24.9313644787,4.1170024607,ERSSTv5,3
1963-02-01,29.0609018533,25.7631331887,3.2977686646,ERSSTv5,3
1963-03-01,29.1815798424,26.8664347862,2.3151450562,ERSSTv5,3
1963-04-01,29.4411514526,27.3527868940,2.0883645586,ERSSTv5,3
1963-05-01,29.4979173590,26.9076775455,2.5902398135,ERSSTv5,3
1963-06-01,29.3017051497,26.6412244734,2.6604806763,ERSSTv5,3
1963-07-01,29.1090083762,26.5332951140,2.5757132622,ERSSTv5,3
1963-08-01,29.1996371404,26.1067723559,3.0928647845,ERSSTv5,3
1963-09-01,29.2144781298,25.8839721618,3.3305059680,ERSSTv5,3
1963-10-01,29.0752103910,25.9054391245,3.1697712665,ERSSTv5,3
1963-11-01,28.9828247553,26.1370536385,2.8457711168,ERSSTv5,3
1963-12-01,28.9074967286,26.4184742113,2.4890225173,ERSSTv5,3
1964-01-01,28.8388201506,26.3891474750,2.4496726756,ERSSTv5,3
1964-02-01,28.8221511114,26.4930031253,2.3291479861,ERSSTv5,3
1964-03-01,28.8465492594,26.6746344111,2.1719148483,ERSSTv5,3
1964-04-01,29.2298217462,26.2117658734,3.0180558728,ERSSTv5,3
1964-05-01,29.2631549419,25.5357684488,3.7273864931,ERSSTv5,3
1964-06-01,28.9663659229,25.2197413250,3.7466245979,ERSSTv5,3
1964-07-01,28.8939835211,24.9235790674,3.9704044537,ERSSTv5,3
1964-08-01,28.5684857645,23.9111089177,4.6573768468,ERSSTv5,3
1964-09-01,28.6201556127,23.9515889452,4.6685666674,ERSSTv5,3
1964-10-01,28.9084311760,23.9870444253,4.9213867507,ERSSTv5,3
1964-11-01,28.9197013251,24.0438001177,4.8759012074,ERSSTv5,3
1964-12-01,28.5768702312,23.9453323619,4.6315378692,ERSSTv5,3
1965-01-01,28.5613576407,24.8756521042,3.6857055365,ERSSTv5,3
1965-02-01,28.5222637954,25.8649614771,2.6573023183,ERSSTv5,3
1965-03-01,28.6433494199,26.8016495526,1.8416998673,ERSSTv5,3
1965-04-01,28.6232932926,27.2689987546,1.3542945380,ERSSTv5,3
1965-05-01,28.9103506639,27.5711349052,1.3392157587,ERSSTv5,3
1965-06-01,28.8998420458,27.3223865353,1.5774555105,ERSSTv5,3
1965-07-01,28.4677279138,26.8337806062,1.6339473076,ERSSTv5,3
1965-08-01,28.3255773898,26.6639226798,1.6616547100,ERSSTv5,3
1965-09-01,28.4325020515,26.5528634829,1.8796385686,ERSSTv5,3
1965-10-01,28.7161376645,26.6986749150,2.0174627495,ERSSTv5,3
1965-11-01,28.8450198800,26.8523478031,1.9926720769,ERSSTv5,3
1965-12-01,28.8366637940,26.8365558105,2.0001079835,ERSSTv5,3
1966-01-01,28.7787872384,26.9595151090,1.8192721293,ERSSTv5,3
1966-02-01,28.8485985968,27.0515849541,1.7970136426,ERSSTv5,3
1966-03-01,28.8546015756,27.3952818416,1.4593197340,ERSSTv5,3
1966-04-01,28.8992275368,27.3209137626,1.5783137742,ERSSTv5,3
1966-05-01,28.9615664781,26.3281318211,2.6334346570,ERSSTv5,3
1966-06-01,29.0180422994,26.2056371070,2.8124051923,ERSSTv5,3
1966-07-01,28.9965414730,25.7545364492,3.2420050238,ERSSTv5,3
1966-08-01,28.9919136981,24.7557670742,4.2361466238,ERSSTv5,3
1966-09-01,29.1366308213,24.5198778090,4.6167530123,ERSSTv5,3
1966-10-01,29.3006475306,24.7265648749,4.5740826557,ERSSTv5,3
1966-11-01,29.4300065537,24.6141871684,4.8158193853,ERSSTv5,3
1966-12-01,29.1288209242,24.6058449581,4.5229759661,ERSSTv5,3
1967-01-01,28.8614581664,25.0616446141,3.7998135523,ERSSTv5,3
1967-02-01,28.7500388720,25.8864514344,2.8635874376,ERSSTv5,3
1967-03-01,28.8907899182,26.2361901783,2.6545997399,ERSSTv5,3
1967-04-01,29.3327289651,26.3039871949,3.0287417701,ERSSTv5,3
1967-05-01,29.4661314240,26.6273392458,2.8387921781,ERSSTv5,3
1967-06-01,29.2720828051,26.4364013475,2.8356814576,ERSSTv5,3
1967-07-01,28.9786061730,25.5371325540,3.4414736190,ERSSTv5,3
1967-08-01,28.9821012335,24.6624485572,4.3196526764,ERSSTv5,3
1967-09-01,29.2347519291,24.0096380012,5.2251139278,ERSSTv5,3
1967-10-01,29.1577497627,24.2298481777,4.9279015850,ERSSTv5,3
1967-11-01,28.9917657431,24.4634546092,4.5283111339,ERSSTv5,3
1967-12-01,28.9909413185,24.5016903301,4.4892509885,ERSSTv5,3
1968-01-01,29.0573660304,24.6232103174,4.4341557130,ERSSTv5,3
1968-02-01,28.9448598535,24.9947488873,3.9501109662,ERSSTv5,3
1968-03-01,29.0701552057,25.8055809296,3.2645742761,ERSSTv5,3
1968-04-01,28.9761920025,26.4934320816,2.4827599209,ERSSTv5,3
1968-05-01,29.1724271456,26.1350408364,3.0373863091,ERSSTv5,3
1968-06-01,29.5282545511,26.5677867548,2.9604677964,ERSSTv5,3
1968-07-01,29.2543360214,26.2720966453,2.9822393761,ERSSTv5,3
1968-08-01,29.0732073638,25.6457723147,3.4274350491,ERSSTv5,3
1968-09-01,29.1630171287,25.3573936331,3.8056234956,ERSSTv5,3
1968-10-01,29.5072018520,25.4390580324,4.0681438196,ERSSTv5,3
1968-11-01,29.3192438842,25.7788293320,3.5404145523,ERSSTv5,3
1968-12-01,29.4341910611,26.1330056533,3.3011854078,ERSSTv5,3
1969-01-01,29.4834197467,26.5308031903,2.9526165564,ERSSTv5,3
1969-02-01,29.1242971755,27.0915430254,2.0327541501,ERSSTv5,3
1969-03-01,29.2626935453,27.5379348980,1.7247586473,ERSSTv5,3
1969-04-01,29.4484604122,27.8146459580,1.6338144541,ERSSTv5,3
1969-05-01,29.5737596944,27.8303263281,1.7434333663,ERSSTv5,3
1969-06-01,29.5749655995,26.9838720024,2.5910935971,ERSSTv5,3
1969-07-01,29.4466356376,25.9387103918,3.5079252458,ERSSTv5,3
1969-08-01,29.4253799837,25.6975400796,3.7278399041,ERSSTv5,3
1969-09-01,29.7130740704,25.7828003649,3.9302737055,ERSSTv5,3
1969-10-01,29.6987566878,26.0387226495,3.6600340384,ERSSTv5,3
1969-11-01,29.8072784845,26.0190876063,3.7881908781,ERSSTv5,3
1969-12-01,29.6333826491,26.1870080756,3.4463745734,ERSSTv5,3
1970-01-01,29.4500062515,26.2359907163,3.2140155352,ERSSTv5,3
1970-02-01,29.4561239734,26.4976226821,2.9585012912,ERSSTv5,3
1970-03-01,29.3115099991,26.7511123557,2.5603976433,ERSSTv5,3
1970-04-01,29.0300131780,27.1025418133,1.9274713647,ERSSTv5,3
1970-05-01,29.3033525746,26.4661196836,2.8372328910,ERSSTv5,3
1970-06-01,29.1320810061,25.5236306319,3.6084503742,ERSSTv5,3
1970-07-01,29.1741035918,24.3181884179,4.8559151739,ERSSTv5,3
1970-08-01,28.9792052017,23.7873423594,5.1918628423,ERSSTv5,3
1970-09-01,29.0995239307,24.0382092476,5.0613146830,ERSSTv5,3
1970-10-01,29.1046163358,24.1181275179,4.9864888179,ERSSTv5,3
1970-11-01,29.2648513748,24.0912547463,5.1735966285,ERSSTv5,3
1970-12-01,28.8908377943,24.1581258253,4.7327119691,ERSSTv5,3
1971-01-01,28.7622747298,24.1200498965,4.6422248333,ERSSTv5,3
1971-02-01,28.7951541370,24.7938640428,4.0012900941,ERSSTv5,3
1971-03-01,28.7073252889,25.7495400354,2.9577852535,ERSSTv5,3
1971-04-01,28.8635019376,26.3697038139,2.4937981237,ERSSTv5,3
1971-05-01,28.9799146709,26.1751300506,2.8047846204,ERSSTv5,3
1971-06-01,28.8153972263,25.5794370229,3.2359602034,ERSSTv5,3
1971-07-01,28.7202482780,24.9159558906,3.8042923874,ERSSTv5,3
1971-08-01,28.6015172405,24.2098895407,4.3916276998,ERSSTv5,3
1971-09-01,28.5597975363,24.2766676014,4.2831299349,ERSSTv5,3
1971-10-01,28.8488109684,24.0621223638,4.7866886046,ERSSTv5,3
1971-11-01,29.2158731517,24.1962723693,5.0196007823,ERSSTv5,3
1971-12-01,29.2382082454,24.1546419716,5.0835662738,ERSSTv5,3
1972-01-01,28.9553631320,25.0062251315,3.9491380005,ERSSTv5,3
1972-02-01,28.8623560877,25.9232877293,2.9390683584,ERSSTv5,3
1972-03-01,29.1120173214,26.8962862294,2.2157310920,ERSSTv5,3
1972-04-01,29.1764421946,27.6104814092,1.5659607854,ERSSTv5,3
1972-05-01,29.0117689697,27.6565220216,1.3552469482,ERSSTv5,3
1972-06-01,28.9526077712,27.5001256295,1.4524821417,ERSSTv5,3
1972-07-01,28.7748793848,27.2945317953,1.4803475895,ERSSTv5,3
1972-08-01,28.3959776088,27.0294122283,1.3665653805,ERSSTv5,3
1972-09-01,28.4298612489,26.7656536221,1.6642076268,ERSSTv5,3
1972-10-01,28.7966898873,27.1663528231,1.6303370642,ERSSTv5,3
1972-11-01,28.9663056161,27.5611134244,1.4051921917,ERSSTv5,3
1972-12-01,28.9040023030,27.8818309209,1.0221713822,ERSSTv5,3
1973-01-01,28.9043520029,27.7450893630,1.1592626398,ERSSTv5,3
1973-02-01,28.7270233592,27.3890022694,1.3380210898,ERSSTv5,3
1973-03-01,29.0044862215,27.1854740870,1.8190121346,ERSSTv5,3
1973-04-01,29.1036606582,26.6144745438,2.4891861144,ERSSTv5,3
1973-05-01,29.2559471047,25.9292585980,3.3266885067,ERSSTv5,3
1973-06-01,29.2381195122,25.3052076471,3.9329118652,ERSSTv5,3
1973-07-01,28.9848157716,24.3072353127,4.6775804588,ERSSTv5,3
1973-08-01,28.8698924806,23.6670707250,5.2028217556,ERSSTv5,3
1973-09-01,28.9893413665,23.5820094180,5.4073319485,ERSSTv5,3
1973-10-01,29.0147115688,23.4387148462,5.5759967226,ERSSTv5,3
1973-11-01,29.0221066059,23.2523158003,5.7697908056,ERSSTv5,3
1973-12-01,29.0625824175,23.3335996641,5.7289827535,ERSSTv5,3
1974-01-01,28.7293657982,23.8006861741,4.9286796241,ERSSTv5,3
1974-02-01,28.7210721156,24.9303015799,3.7907705356,ERSSTv5,3
1974-03-01,29.0326479479,25.9329975629,3.0996503850,ERSSTv5,3
1974-04-01,28.9428866632,26.4306095823,2.5122770809,ERSSTv5,3
1974-05-01,29.0293586561,26.2382069053,2.7911517508,ERSSTv5,3
1974-06-01,29.1082688748,25.8412185873,3.2670502875,ERSSTv5,3
1974-07-01,29.0410398397,25.3969299728,3.6441098669,ERSSTv5,3
1974-08-01,28.9623317685,25.0519464783,3.9103852902,ERSSTv5,3
1974-09-01,28.7777312149,24.6549229037,4.1228083112,ERSSTv5,3
1974-10-01,28.8034247792,24.3263043723,4.4771204068,ERSSTv5,3
1974-11-01,28.9940701668,24.2744575794,4.7196125874,ERSSTv5,3
1974-12-01,28.7765203128,24.4039103834,4.3726099294,ERSSTv5,3
1975-01-01,28.5932816041,25.3684993121,3.2247822919,ERSSTv5,3
1975-02-01,28.4717394288,25.6835101775,2.7882292513,ERSSTv5,3
1975-03-01,28.6572157725,26.2098876344,2.4473281381,ERSSTv5,3
1975-04-01,28.9201692404,26.8123649311,2.1078043092,ERSSTv5,3
1975-05-01,29.1153732392,26.1537314023,2.9616418370,ERSSTv5,3
1975-06-01,29.0289235603,25.3114859084,3.7174376520,ERSSTv5,3
1975-07-01,28.9230410036,24.7804142614,4.1426267422,ERSSTv5,3
1975-08-01,28.7054836120,24.1312068302,4.5742767818,ERSSTv5,3
1975-09-01,28.4196136627,23.6836420564,4.7359716063,ERSSTv5,3
1975-10-01,28.3493801431,23.5299676497,4.8194124935,ERSSTv5,3
1975-11-01,28.5408034041,23.8288516525,4.7119517516,ERSSTv5,3
1975-12-01,28.5311852703,23.5260698909,5.0051153794,ERSSTv5,3
1976-01-01,28.7929620712,23.8259163404,4.9670457307,ERSSTv5,3
1976-02-01,28.4435190204,25.2435643085,3.1999547118,ERSSTv5,3
1976-03-01,28.6704791877,26.3761383398,2.2943408479,ERSSTv5,3
1976-04-01,28.9404455238,26.7803704518,2.1600750720,ERSSTv5,3
1976-05-01,29.0972150688,26.8427201635,2.2544949053,ERSSTv5,3
1976-06-01,29.0927495503,26.9078621441,2.1848874063,ERSSTv5,3
1976-07-01,28.9346251593,26.3833212697,2.5513038895,ERSSTv5,3
1976-08-01,28.6902497951,26.1039710598,2.5862787353,ERSSTv5,3
1976-09-01,28.6206056596,25.9577980090,2.6628076506,ERSSTv5,3
1976-10-01,29.1131843842,26.2929531457,2.8202312384,ERSSTv5,3
1976-11-01,29.4064002345,26.2482148602,3.1581853743,ERSSTv5,3
1976-12-01,29.3282056125,26.0923127393,3.2358928732,ERSSTv5,3
1977-01-01,29.0429470054,26.6586102239,2.3843367815,ERSSTv5,3
1977-02-01,29.1981956588,26.8498713749,2.3483242839,ERSSTv5,3
1977-03-01,29.0817813198,27.2657038801,1.8160774397,ERSSTv5,3
1977-04-01,29.3124847720,26.8832124504,2.4292723216,ERSSTv5,3
1977-05-01,29.3796925805,26.8410247770,2.5386678036,ERSSTv5,3
1977-06-01,29.4123174572,26.5814390231,2.8308784341,ERSSTv5,3
1977-07-01,29.1229668089,25.9329918667,3.1899749421,ERSSTv5,3
1977-08-01,29.0918299432,25.1760571692,3.9157727740,ERSSTv5,3
1977-09-01,29.1428487615,25.3947778639,3.7480708976,ERSSTv5,3
1977-10-01,29.1301553829,25.8103990125,3.3197563704,ERSSTv5,3
1977-11-01,29.2372673771,25.7670858848,3.4701814923,ERSSTv5,3
1977-12-01,29.2389827126,26.0104566960,3.2285260166,ERSSTv5,3
1978-01-01,29.0390727314,26.2245709837,2.8145017477,ERSSTv5,3
1978-02-01,28.8514064080,26.5386059759,2.3128004321,ERSSTv5,3
1978-03-01,29.0925456278,26.6576470753,2.4348985525,ERSSTv5,3
1978-04-01,28.9897144407,26.5101062396,2.4796082011,ERSSTv5,3
1978-05-01,29.3615303079,26.1367923661,3.2247379418,ERSSTv5,3
1978-06-01,29.5636846610,25.7703402483,3.7933444128,ERSSTv5,3
1978-07-01,29.2415561414,25.2506263864,3.9909297549,ERSSTv5,3
1978-08-01,29.3739861418,24.4181472810,4.9558388608,ERSSTv5,3
1978-09-01,29.4845670069,24.5312350918,4.9533319151,ERSSTv5,3
1978-10-01,29.1979216840,24.9093577891,4.2885638950,ERSSTv5,3
1978-11-01,29.3038187714,25.1106057069,4.1932130645,ERSSTv5,3
1978-12-01,29.2301472146,25.5442271380,3.6859200766,ERSSTv5,3
1979-01-01,29.3429179782,25.6369602118,3.7059577664,ERSSTv5,3
1979-02-01,29.0770891365,26.1842311449,2.8928579916,ERSSTv5,3
1979-03-01,29.3107849239,27.0596360731,2.2511488508,ERSSTv5,3
1979-04-01,29.2509113608,27.5579516494,1.6929597114,ERSSTv5,3
1979-05-01,29.3314663028,27.1246471160,2.2068191868,ERSSTv5,3
1979-06-01,29.3622850556,26.5913832230,2.7709018326,ERSSTv5,3
1979-07-01,29.2030222253,25.7127333916,3.4902888337,ERSSTv5,3
1979-08-01,28.9702495430,25.5034019443,3.4668475986,ERSSTv5,3
1979-09-01,28.8750434888,25.8071913230,3.0678521658,ERSSTv5,3
1979-10-01,29.2451317759,25.7186333719,3.5264984039,ERSSTv5,3
1979-11-01,29.5589177248,25.8135428433,3.7453748815,ERSSTv5,3
1979-12-01,29.4514683742,25.9643408299,3.4871275443,ERSSTv5,3
1980-01-01,29.3771756337,26.2613108212,3.1158648125,ERSSTv5,3
1980-02-01,29.2946566141,26.5259396475,2.7687169666,ERSSTv5,3
1980-03-01,29.2500369725,26.9575239777,2.2925129948,ERSSTv5,3
1980-04-01,29.2777205378,27.3352784322,1.9424421056,ERSSTv5,3
1980-05-01,29.4398031515,27.2428948893,2.1969082622,ERSSTv5,3
1980-06-01,29.1718369397,26.9372551262,2.2345818135,ERSSTv5,3
1980-07-01,29.1450434788,25.9171125660,3.2279309127,ERSSTv5,3
